"ID","MESSAGE__C"
"a1M1N000005e1oMUAQ","a1U1N00000JFGn5UAH-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 2110ac46-0297-4a96-ac94-7d766eb22e47 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e1ogUAA","a1U1N00000JFGorUAH-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 9103b0ff-08a7-4609-b8a3-0377b34d1e58 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e1obUAA","a1U1N00000JFGpLUAX-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 5a26d1df-a2a4-4976-aac5-4e63b9870f09 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e1olUAA","a1U1N00000JFGphUAH-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 72cf6ec4-f30b-4586-b4d9-21f3eac62990 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e1oqUAA","{""errors"":[{""code"":""Global.Internal.Error"",""description"":""Unspecified Error on the system which prevented execution."",""message"":""Country not found with Iso3 code: Sudan""}]}"
"a1M1N000005e1p5UAA","a1U1N00000JFGqvUAH-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: caf7a0df-71e5-4570-8983-66649b0c3dce not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountInquiryParser.processContent: line 2980, column 1
Class.APEX2OBJECT_Parser.ARAccountInquiryParser.inboundParser: line 2903, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e1qcUAA","Read timed out 
 Class.Callout.httpCallout: line 89, column 1
Class.CalloutHandlerWrapper.ExternalEducationCalloutHandler.createRequest: line 973, column 1
Class.SNHU_PersonQueueable.execute: line 16, column 1"
"a1M1N000005e1rGUAQ","a1U1N00000JFGtFUAX-Upsert failed. First exception on row 0; first error: STRING_TOO_LONG, Notes: data value too large: February 21 2019  7:15 AM  GASIS, STERGIANI AEP LIFTED, TRANSCRIPT EVALUATED: SUNY EMPIRE STATE C.
<br>
<br>February 10 2019  4:58 PM  HARTFORD, ANDREW AEP. TRANSCRIPTS NOT EVALUATED: SUNY EMPIRE STATE COLLEGE EVALUATED: NASSAU CC, AND CUNY BOROUGH OF MANHATTAN CC. WAIVED: (max length=255): [Notes__c] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e1rfUAA","{""errors"":[{""code"":""AdmissionDecisions.Record.Lock"",""description"":""Unknown error code."",""message"":""Person record locked for ID 1661548""},{""code"":""AdmissionDecisions.Record.Lock"",""description"":""Unknown error code."",""message"":""APPLICANTS record locked for ID 1661548""}]}"
"a1M1N000005e1ukUAA","a1U1N00000JFGxrUAH-Upsert failed. First exception on row 1; first error: CANNOT_EXECUTE_FLOW_TRIGGER, We can't save this record because the “Program Enrollment Process” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: FIELD_CUSTOM_VALIDATION_EXCEPTION: Please select Person Stage as Student. You can look up ExceptionCode values in the SOAP API Developer Guide. Error ID: 559596615-11624 (-60041550): [] 
 Class.APEX2OBJECT_Parser.StudentAcademicProgramParser.inboundParser: line 2254, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e1wBUAQ","a1U1N00000JFH5GUAX-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: d50c6502-6411-4619-8129-b02b4cc40894 not found for field Ethos_Id__c in entity Account: [] 
 Class.SNHU_PersonInboundHandlers.ExternalEducationParser.inboundParser: line 700, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e1zUUAQ","{""errors"":[{""code"":""Global.Internal.Error"",""description"":""Unspecified Error on the system which prevented execution."",""message"":""Decision type not found for guid null.""}]}"
"a1M1N000005e1zZUAQ","a1U1N00000JFHCfUAP-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 940bd2d8-9686-4ebe-9774-b6915e78fcef not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.FinancialAidDetailsParser.processContent: line 1029, column 1
Class.APEX2OBJECT_Parser.FinancialAidDetailsParser.inboundParser: line 980, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e21kUAA","a1U1N00000JFHF6UAP-Upsert failed. First exception on row 0; first error: STRING_TOO_LONG, Notes: data value too large: January 22 2019 9:09 AM LEFAVE, REBECCA reduced recurring payment amount to current balance. Customer ID:	0843819 Customer Name:	Alexandria Ryan Recurring Amount:	$27.12 Recurring Billing Information:	Customer will be billed every Month on 19th starting 10/19/2018 until 02/19/2019 Next Billing Date:	02/19/2019
<br>
<br>September 19 2018 9:58 AM MAFFATTONE, JULIANA STUDENT TRANSFERRED FROM SFS RE: BALANCE- SET UP A 6 MOS. BP TO COVER BALANCE OF $227.12 AT $50.00/MOS. FROM 10/19/2018-02/19/2019. (max length=255): [Notes__c] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e22OUAQ","a1U1N00000JG1yKUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 9e6e152c-315e-42b0-94c2-c5cf9129fe0d not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e24tUAA","{""errors"":[{""code"":""AdmissionDecisions.Record.Lock"",""description"":""Unknown error code."",""message"":""Admssion application record locked for ID 1603381""}]}"
"a1M1N000005e26zUAA","a1U1N00000JG2FKUA1-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: b8087079-e8d9-481b-b05c-d7fd91d55253 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.FinancialAidDetailsParser.processContent: line 1029, column 1
Class.APEX2OBJECT_Parser.FinancialAidDetailsParser.inboundParser: line 980, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e28CUAQ","a1U1N00000JG2O7UAL-Upsert failed. First exception on row 0 with id 0031N000025SymrQAC; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, HomePhone: Phone number must be either of the formats:
      1. 10 digits number
      2. XXX-XXX-XXXX
      3. (XXX)XXX-XXXX
      4. (+) country code + area code + number: [HomePhone] 
 Class.SNHU_PersonInboundHandlers.PersonAddressParser.inboundParser: line 509, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e287UAA","a1U1N00000JG2OBUA1-Upsert failed. First exception on row 0; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, HomePhone: Phone number must be either of the formats:
      1. 10 digits number
      2. XXX-XXX-XXXX
      3. (XXX)XXX-XXXX
      4. (+) country code + area code + number: [HomePhone] 
 Class.SNHU_PersonInboundHandlers.PersonVisaParser.inboundParser: line 635, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e282UAA","a1U1N00000JG2OAUA1-Upsert failed. First exception on row 0; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, HomePhone: Phone number must be either of the formats:
      1. 10 digits number
      2. XXX-XXX-XXXX
      3. (XXX)XXX-XXXX
      4. (+) country code + area code + number: [HomePhone] 
 Class.SNHU_PersonInboundHandlers.PersonInbound.inboundParser: line 266, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e28HUAQ","a1U1N00000JG2O8UAL-Upsert failed. First exception on row 0; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, HomePhone: Phone number must be either of the formats:
      1. 10 digits number
      2. XXX-XXX-XXXX
      3. (XXX)XXX-XXXX
      4. (+) country code + area code + number: [HomePhone] 
 Class.SNHU_PersonInboundHandlers.PersonInbound.inboundParser: line 266, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2DbUAI","a1U1N00000JG2aqUAD-Upsert failed. First exception on row 0 with id 0031N000021oRtZQAU; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, The email selected for Preferred Email can't be blank.: [] 
 Class.SNHU_PersonInboundHandlers.PersonAddressParser.inboundParser: line 509, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2FDUAY","a1U1N00000JG2fVUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: c324f302-7dd8-47b3-95f9-f5efc4f2bea0 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2F8UAI","a1U1N00000JG2fTUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 74c4ce7e-3ffc-4db5-b0ae-8f6a2a7159ac not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2FNUAY","a1U1N00000JG2f5UAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 816ebfb6-9ad9-467a-b9b9-093a0cc10cf2 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2FIUAY","a1U1N00000JG2fQUAT-Upsert failed. First exception on row 0; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, The email selected for Preferred Email can't be blank.: [] 
 Class.SNHU_PersonInboundHandlers.PersonInbound.inboundParser: line 266, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2HJUAY","a1U1N00000JG2kvUAD-Upsert failed. First exception on row 0; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, The email selected for Preferred Email can't be blank.: [] 
 Class.SNHU_PersonInboundHandlers.PersonInbound.inboundParser: line 266, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2HOUAY","a1U1N00000JG2lbUAD-Upsert failed. First exception on row 0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, SNHU_ARACTrigger: execution of BeforeUpdate

caused by: System.NullPointerException: Attempt to de-reference a null object

Class.SNHU_ARACTriggerHandler.handleBeforeUpdate: line 56, column 1
Trigger.SNHU_ARACTrigger: line 23, column 1: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2HYUAY","{""errors"":[{""code"":""Global.Internal.Error"",""description"":""Unspecified Error on the system which prevented execution."",""message"":""Advisor dates may not overlap""}]}"
"a1M1N000005e2I7UAI","a1U1N00000JG2mWUAT-Upsert failed. First exception on row 0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, SNHU_ARACTrigger: execution of BeforeUpdate

caused by: System.NullPointerException: Attempt to de-reference a null object

Class.SNHU_ARACTriggerHandler.handleBeforeUpdate: line 56, column 1
Trigger.SNHU_ARACTrigger: line 23, column 1: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2ICUAY","a1U1N00000JG2mtUAD-Upsert failed. First exception on row 0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, SNHU_ARACTrigger: execution of BeforeUpdate

caused by: System.NullPointerException: Attempt to de-reference a null object

Class.SNHU_ARACTriggerHandler.handleBeforeUpdate: line 56, column 1
Trigger.SNHU_ARACTrigger: line 23, column 1: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2IbUAI","a1U1N00000JG2ngUAD-Upsert failed. First exception on row 0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, SNHU_ARACTrigger: execution of BeforeUpdate

caused by: System.NullPointerException: Attempt to de-reference a null object

Class.SNHU_ARACTriggerHandler.handleBeforeUpdate: line 56, column 1
Trigger.SNHU_ARACTrigger: line 23, column 1: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2K8UAI","a1U1N00000JG2sTUAT-Upsert failed. First exception on row 0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, SNHU_ARACTrigger: execution of BeforeUpdate

caused by: System.NullPointerException: Attempt to de-reference a null object

Class.SNHU_ARACTriggerHandler.handleBeforeUpdate: line 56, column 1
Trigger.SNHU_ARACTrigger: line 23, column 1: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2KhUAI","{""Message"":""GUID not the same as in request body."",""Conflicts"":null,""IsEmpty"":false}"
"a1M1N000005e2LVUAY","a1U1N00000JG2wUUAT-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 58237da8-07f3-4d94-983f-0e1d690c094a not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2LaUAI","a1U1N00000JG2wQUAT-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1c1N00000Emaeb: [] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2MAUAY","a1U1N00000JG2yRUAT-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1c1N00000Emaeq: [] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2MOUAY","a1U1N00000JG2ywUAD-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1c1N00000Emael: [] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2MxUAI","a1U1N00000JG2zhUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 456358b4-f702-410c-babb-405ebe0eb40d not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2N2UAI","a1U1N00000JG2zgUAD-Upsert failed. First exception on row 0; first error: DUPLICATE_VALUE, duplicate value found: Ethos_Id__c duplicates value on record with id: a1c1N00000EmafA: [] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2OUUAY","a1U1N00000JG32vUAD-Upsert failed. First exception on row 0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, SNHU_ARACTrigger: execution of BeforeUpdate

caused by: System.NullPointerException: Attempt to de-reference a null object

Class.SNHU_ARACTriggerHandler.handleBeforeUpdate: line 56, column 1
Trigger.SNHU_ARACTrigger: line 23, column 1: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2PDUAY","a1U1N00000JG34sUAD-Upsert failed. First exception on row 0; first error: STRING_TOO_LONG, Notes: data value too large: February 21 2019  8:30 AM  BIRON, ALEC AEP LIFTED. EVALUATED: DEFENSE LANGUAGE INSTITUTE, METHODIST UNIVERSITY, NORTH CAROLINA STATE UNIVERSITY,THOMAS EDISON STATE U WAIVED: TROY UNIVERSITY, TEXAS A&amp;M UNIVERSITY
<br>
<br>December 19 2018  8:17 AM  GLOVER, ALEXANDER AEP: EVALUATED MILITARY, NAVAL POSTGRADUATE, CENTRAL TEXAS COLL NOT EVALUATED DEFENSE LANGUAGE INST, METHODIST UNI, NORTH CAROLINA STATE, TEXAS A&amp;M, TROY UNI, THOMAS EDISON STATE UNI (max length=255): [Notes__c] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2QLUAY","a1U1N00000JG37cUAD-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 9cdf8198-eba7-4130-9510-a75ea45dd471 not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.FinancialAidDetailsParser.processContent: line 1029, column 1
Class.APEX2OBJECT_Parser.FinancialAidDetailsParser.inboundParser: line 980, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2SHUAY","a1U1N00000JG3D5UAL-Upsert failed. First exception on row 0; first error: STRING_TOO_LONG, Notes: data value too large: February 21 2019 8:38 AM PARKER, MELINDA REC&#39;D DISCHARGE OF DEBT
<br>
<br> October 22 2018 8:43 AM PARKER, MELINDA REC&#39;D CH 7
<br>
<br>US BANKRUPTCY COURT NORTHERN DISTRICT OF CALIFORNIA
<br>
<br>CASE # 18-42405-WJL 7 ATTORNIEY JAKE CLINE 510-255-4632
<br>
<br>CANCELLED WITH WILLIAMS AND FUDGE (max length=255): [Notes__c] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2SMUAY","a1U1N00000JG3CpUAL-Upsert failed. First exception on row 0; first error: INVALID_FIELD, Foreign key external ID: 0a5aabf6-0247-4351-8f39-7d762f08ac5c not found for field Ethos_Id__c in entity Contact: [] 
 Class.APEX2OBJECT_Parser.StudentCorrespondenceParser.inboundParser: line 2564, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2TZUAY","a1U1N00000JG3FBUA1-Upsert failed. First exception on row 0; first error: STRING_TOO_LONG, Notes: data value too large: February 21 2019 8:39 AM PARKER, MELINDA RECEIVED DISCHARGE OF DEBT ON CH 7 CASE # 18-45265-A399 December 6 2018 10:32 AM LAUNIER, ALLISON RCD NOTICE OF CASE CLOSED. 11/21/18 CASE NO 18-45265
<br>
<br>September 25 2018 10:10 AM PARKER, MELINDA rec&#39;d ANOTHER NOTICE ABOUT ORDER AND NOTICE OF DISMISSAL DUE TO MISSED FILING FEES
<br>
<br>THEN RECEIVED ORDER OF REINSTATEMENT..AS NOW RECEIVED FINAL PAYMENT 
<br>
<br>September 17 2018 4:24 PM LAUNIER, ALLISON RECEIVED CH7 FILED CASE NO. 18-45265  8/30/18
<br>
<br>September 17 2018 10:05 AM PARKER, MELINDA RECC&#39;D CH 7
<br>
<br>EASTERN DISTRICT OF MISSOURI
<br>
<br>CASE # 18-45265
<br>
<br>ATTORNDY  APRIL WHITE 1745 HUDSON RD SAINT LOUIS MOO 63136
<br>
<br>WROTE OFF ACCOUNT (max length=255): [Notes__c] 
 Class.SNHU_PersonRestriction_Parser.inboundParser: line 109, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2WYUAY","{""Message"":""GUID not the same as in request body."",""Conflicts"":null,""IsEmpty"":false}"
"a1M1N000005e2X7UAI","Read timed out 
 Class.Callout.httpCallout: line 89, column 1
Class.CalloutHandlerWrapper.ExternalEducationCalloutHandler.createRequest: line 973, column 1
Class.SNHU_PersonQueueable.execute: line 16, column 1"
"a1M1N000005e2XgUAI","a1U1N00000JG3LDUA1-Upsert failed. First exception on row 0; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, The email selected for Preferred Email can't be blank.: [] 
 Class.SNHU_PersonInboundHandlers.PersonInbound.inboundParser: line 266, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2YUUAY","{""errors"":[{""code"":""AdmissionDecisions.Record.Lock"",""description"":""Unknown error code."",""message"":""Person record locked for ID 1659593""}]}"
"a1M1N000005e2YoUAI","a1U1N00000JG3OXUA1-Upsert failed. First exception on row 0; first error: CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY, SNHU_ARACTrigger: execution of BeforeUpdate

caused by: System.NullPointerException: Attempt to de-reference a null object

Class.SNHU_ARACTriggerHandler.handleBeforeUpdate: line 56, column 1
Trigger.SNHU_ARACTrigger: line 23, column 1: [] 
 Class.APEX2OBJECT_Parser.ARAccountholderParser.inboundParser: line 1553, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2Z8UAI","a1U1N00000JG3PhUAL-Upsert failed. First exception on row 0; first error: DUPLICATES_DETECTED, Use one of these records?: [] 
 Class.SNHU_PersonInboundHandlers.PersonInbound.inboundParser: line 266, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2ZDUAY","a1U1N00000JG3UPUA1-Upsert failed. First exception on row 0 with id 0031N000021padUQAQ; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, The email selected for Preferred Email can't be blank.: [] 
 Class.SNHU_PersonInboundHandlers.PersonAddressParser.inboundParser: line 509, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2ZcUAI","a1U1N00000JG3Z0UAL-Upsert failed. First exception on row 0; first error: FIELD_CUSTOM_VALIDATION_EXCEPTION, HomePhone: Phone number must be either of the formats:
      1. 10 digits number
      2. XXX-XXX-XXXX
      3. (XXX)XXX-XXXX
      4. (+) country code + area code + number: [HomePhone] 
 Class.SNHU_PersonInboundHandlers.PersonInbound.inboundParser: line 266, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
"a1M1N000005e2ZhUAI","a1U1N00000JG3aFUAT-Upsert failed. First exception on row 0 with id 0031N000023FfYZQA0; first error: FIELD_INTEGRITY_EXCEPTION, A country/territory must be specified before specifying a state value for field: Permanent State/Province: [OtherState] 
 Class.SNHU_PersonInboundHandlers.PersonAddressParser.inboundParser: line 509, column 1
Class.SNHU_IntegrationUtil.inboundParserInterfaceReflectionProcessing: line 677, column 1
Class.SNHU_QueueablePayloadParser.execute: line 11, column 1"
